zip,actualAmountPaid,numberOfProperties,numberOfFinalProperties,costSharePercentage,projectAmount,benefitCostRatio,netValueBenefits,propertyAction,damageCategory,structureType,cluster_label,count_property,pct_fs_risk_2020_5,pct_fs_risk_2050_5,pct_fs_risk_2020_100,pct_fs_risk_2050_100,pct_fs_risk_2020_500,pct_fs_risk_2050_500,total_population,pop_density,Log Flood Risk,Log Fire Risk,Quake Risk,Log Population Density
12412,421784.0,1,25,1.0,4633624.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Other (Specify in Comments),24,462,11.9,12.8,21.9,22.1,23.6,23.8,473,30.091087566973343,-1.9650282233452545,0.8769696405506322,0.5829623134885743,-0.13501327179057365
12413,49614.0,1,1,1.0,74053.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Manufactured Home,24,1787,8.0,8.2,14.5,15.0,18.2,18.3,2813,66.42541309263075,-1.2039314714327127,0.948015388225518,0.6923699963593265,0.18986901173215714
12414,227752.0,2,7,1.0,259772.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,5594,8.8,9.1,13.9,14.3,16.6,17.0,9979,64.63873302642189,-1.1410985077890738,0.9138377776122965,0.7057238628546839,0.1786737062693572
12416,94000.0,1,25,1.0,4633624.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,370,27.6,28.9,37.3,37.3,39.5,39.7,341,25.89096426606557,-3.243859153243198,0.6261776433636432,0.6062142337201689,-0.19661372990630585
12424,223880.0,1,1,1.0,306261.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,544,10.5,10.7,15.4,15.8,16.9,17.6,239,5.192599264193476,-1.328484119191257,0.5732313726652322,-0.11682811070400008,-0.8510518377277982
12446,455423.0,5,125,1.0,4633624.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,14,3360,6.9,7.3,11.8,12.1,15.4,15.9,5063,28.78605504564623,-0.8319737715951259,1.1000183556155814,0.520946494840159,-0.15318436103463282
12450,275000.0,2,4,1.0,311452.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,328,38.4,39.9,52.4,52.7,54.0,54.3,181,7.060638873131398,-3.95887823209554,0.5658588297386982,0.6091721209308161,-0.7267430469914528
12451,125609.0,2,12,1.0,477387.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,14,944,6.5,6.6,10.4,10.4,11.8,12.0,1531,50.07014398747507,-0.4427155585525791,1.0200177163181667,0.7065517817247465,0.07383643616283016
12452,346533.0,4,7,1.0,226226.5,1.47,494420.5,Acquisition/Demolition,50 - 99%,Single Family,29,370,15.4,16.2,25.7,25.9,27.6,27.8,275,12.369498418188543,-2.3499811873601955,,-0.14726454517329995,-0.4986427141952224
12457,816272.0,5,125,1.0,4633624.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,718,23.8,24.1,31.8,32.3,36.9,37.3,1070,29.56642768058697,-2.9807887147481518,0.9254974146654186,0.5876320600325372,-0.14222233360416886
12463,31370.0,1,6,1.0,477387.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,24,978,9.4,9.6,15.6,15.7,18.6,18.9,1895,67.6159831767152,-1.351759346482902,0.9721819633427646,0.6700581707368638,0.1971633910439884
12464,180000.0,2,50,1.0,4633624.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Vacant Land,6,1035,36.1,38.6,49.0,49.5,52.3,52.5,792,6.9271830956300775,-3.8529974055542002,0.5513169778148344,0.5881386823835513,-0.7344795181313133
12468,775837.0,4,16,1.0,1150788.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,1374,15.9,16.5,25.2,25.6,28.6,29.1,998,8.835584365187344,-2.3832001143331367,0.4198756015606936,0.6045475136831535,-0.6356806403986952
12480,253447.0,2,50,1.0,4633624.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,6,751,33.6,34.5,41.1,41.1,43.8,44.3,588,6.6899135854305145,-3.505872854753306,0.30039955776104554,-0.198111953938432,-0.7486041221891025
12492,42000.0,1,2,1.0,239286.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,565,22.5,23.0,30.4,31.0,32.4,32.7,140,1.4053600714195955,-2.8076351518671583,0.3388174856034605,-0.16555235012954433,-1.3680744652955972
12496,53000.0,1,2,1.0,252683.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,14,3345,8.5,8.7,12.4,12.6,14.6,14.9,1456,11.913932995238936,-0.9088633195099182,0.5624269263448228,0.6479683785455027,-0.5139478450981423
12518,305670.0,1,1,0.75,407560.0,1.82,764135.0,Other (Specify in Comments),0 - 49%,Other (Specify in Comments),19,1953,6.4,7.3,13.7,14.0,17.1,17.3,5732,223.05428717967084,-1.0211520280498243,1.307451779309292,0.16288934100147198,0.6875649405491124
12553,259061.0,1,1,1.0,230850.0,1.279,438366.0,Acquisition/Demolition,0 - 49%,Single Family,3,7865,0.5,0.5,3.8,4.1,6.8,7.5,26674,417.4776875830438,1.9417792464390355,1.0663905877263993,0.5354044374283277,0.945240861877924
12589,254000.0,2,8,1.0,762328.0,1.037,633754.0,Acquisition/Demolition,50 - 99%,Single Family,3,5365,2.2,2.3,5.5,5.7,7.2,7.6,16882,112.31880774776494,0.975616501766559,1.0333626913299874,0.5310687675018475,0.40561654356465465
12787,67000.0,1,1,0.75,91779.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,24,285,11.9,12.3,18.2,18.2,21.1,21.8,322,35.416217547965886,-1.7082929684513148,0.2715673861824325,0.2116155039269403,-0.06821295213184536
12912,784913.0,10,98,1.0,1323164.1,0.3999,363891.4,Acquisition/Demolition,50 - 99%,Single Family,24,1599,21.9,21.9,33.8,33.9,39.5,40.0,2209,9.440126361796453,-3.044719705867069,0.4117701899437656,0.3550308362045556,-0.6087597860322732
12932,310916.0,3,24,1.0,980422.0,1.003,1176699.0,Acquisition/Demolition,50 - 99%,Single Family,24,1274,17.3,17.3,27.2,27.5,30.2,30.5,1157,7.0097953620200935,-2.5205927127305765,0.30007815961378925,0.5258015477396055,-0.7296733237078901
12953,275023.0,10,100,1.0,712761.0,2.244,1683416.0,Acquisition/Demolition,50 - 99%,Single Family,21,6525,6.4,6.8,14.3,14.5,17.7,18.1,15374,28.21010669477411,-1.0717029697381215,0.11208653332499284,-0.3155932936569848,-0.1614664479554673
12974,120000.0,1,8,1.0,980422.0,1.003,1176699.0,Acquisition/Demolition,50 - 99%,Single Family,19,922,5.0,5.2,10.6,10.8,13.7,14.0,1529,73.42979225804103,-0.4805787071945954,0.12159023129414814,0.6325657083650744,0.2310352626049393
12987,45180.0,1,3,1.0,325853.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,24,200,22.0,22.5,39.0,39.0,40.0,40.5,198,12.32924616747251,-3.183932569147973,0.3355040757531163,0.3891487830254269,-0.4999723158539685
12993,53701.0,1,22,1.0,3110973.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,14,1714,6.2,6.4,10.3,10.4,12.3,12.4,1330,7.125844361657967,-0.4523166234125715,0.2949316898145913,1.1355464002869322,-0.7230153471605322
13309,108000.0,1,1,1.0,157025.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,3853,7.4,7.7,12.9,13.1,15.4,15.6,5748,15.264386301018472,-0.9240850683665088,0.14679909756272044,-0.06431876691414916,-0.4127928290812132
13323,68599.0,1,2,1.0,155298.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,4070,4.5,4.9,14.7,15.2,20.0,20.4,11282,114.50783867154828,-1.0498695940024492,0.37398601156670497,-0.1417467478616607,0.4135469778985586
13339,410100.0,10,110,1.0,1214409.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,3816,16.5,17.7,27.0,27.3,30.1,30.2,6528,23.30129316287481,-2.503157648679666,0.3074835770388055,0.061772724759343436,-0.2397748410281497
13350,76000.0,1,1,1.0,104335.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,4200,9.3,9.6,27.2,27.7,33.2,33.7,9786,124.20394012821792,-2.324637231639201,0.3726866196631831,0.3455591906200647,0.4469439160588033
13357,1806434.0,26,736,1.0,3948872.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,4517,13.5,13.8,29.1,29.4,32.8,33.2,10786,132.03066019761314,-2.538923615517997,0.2606715543271987,0.3154217578652801,0.4720539060048396
13407,383672.0,3,9,1.0,648068.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,2938,7.8,8.2,15.2,15.5,20.4,21.1,5023,35.723226172734385,-1.341877661561372,0.26266039780650163,0.3509165369457369,-0.06467353303511407
13421,708741.0,3,12,1.0,1088324.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,5777,3.2,3.4,18.2,18.8,25.5,26.2,13149,120.84769738126377,-1.2803837091375574,0.4129227512535185,-0.039283870721524984,0.4356880993352292
13477,164017.0,1,4,1.0,1088324.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,23,641,4.7,4.7,8.1,8.4,9.4,9.4,991,18.89487228629785,0.10826736735886802,0.194212516270072,0.0031242991260298256,-0.3255653057174668
13478,238513.0,2,47,0.875,1699451.0,0.23399999999999999,336799.5,Acquisition/Demolition,50 - 99%,Single Family,23,1511,3.3,4.0,8.3,8.5,10.5,10.8,3009,32.46327512434708,0.10444807493240443,0.4148234716435042,-0.02778639849641796,-0.10390896421203057
13490,904727.0,5,30,0.75,904727.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,24,719,9.7,10.4,23.9,24.8,29.9,29.9,1753,57.20021304713693,-2.1546410978440447,0.4397550715933245,0.01587636347832087,0.12848162240113276
13730,132120.0,2,2,1.0,124000.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,1951,11.4,11.6,18.2,18.8,21.5,21.8,2687,21.151107003442462,-1.7064843013366011,0.4727365404641223,-0.18040420600795487,-0.2794095544799263
13732,1655928.0,18,443,1.0,1847436.111111111,0.08861111111111111,73174.66666666667,Elevation,50 - 99%,Single Family,18,3580,8.8,9.1,17.3,18.0,21.3,21.9,7799,91.38844642160448,-1.5473784592731965,0.5538412262041645,-0.5101494888168862,0.3208967682717308
13734,465312.0,9,128,0.9722222222222222,942566.5555555555,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,1201,13.1,14.3,23.2,24.1,28.7,29.6,1817,19.36943977418623,-2.2523232994962714,0.6140565133622591,-0.5874912939441731,-0.3154175383799965
13748,1702974.0,25,679,0.92,2050421.48,0.09359999999999999,134719.8,Acquisition/Demolition,50 - 99%,Vacant Land,6,1824,8.1,11.2,42.5,45.9,51.2,51.9,3876,112.88341371325535,-3.107104924381996,0.5860356514769536,-0.3768459087201191,0.4076766830681664
13754,220434.0,2,20,0.75,1027973.5,1.007,1440585.5,Acquisition/Demolition,100%,Single Family,29,2787,27.7,28.1,34.6,35.0,38.0,39.0,3147,15.267143724075995,-3.15443558521365,0.22113400554858892,-0.5442947610834817,-0.4127190339563265
13760,3838579.0,51,1194,0.7944444444444444,3202530.4,4.172822222222223,5754504.244444445,Acquisition/Demolition,50 - 99%,Single Family,18,18354,5.7,6.2,19.5,20.1,28.2,29.0,42372,332.64521600134026,-1.6962285414107412,0.6664130542955723,-0.4286062192013469,0.8518545536864879
13778,166219.0,2,4,0.75,438451.0,1.763,3813541.0,Elevation,0 - 49%,Single Family,21,3304,7.7,8.0,18.4,18.8,23.6,24.5,5486,21.865792706689163,-1.623107299762918,0.540424163621647,-0.5531039694250689,-0.26580734271320605
13783,519500.0,7,133,0.75,2055368.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,29,2967,21.0,21.0,27.8,28.2,32.8,33.2,2634,8.898148067697221,-2.703251259522306,0.04305609858619343,-0.4902946245696378,-0.6328114328204646
13790,1659247.0,26,1070,0.9782608695652174,8642146.695652174,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,7778,8.6,9.8,23.1,24.0,31.2,32.2,17964,239.48976681183768,-2.134389658695365,0.6110063369132629,-0.6455343448727957,0.7167884726300536
13795,708798.0,17,257,0.7647058823529411,783010.4117647059,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,1790,12.0,12.9,23.0,23.6,28.5,30.2,2878,54.58365172216352,-2.2006002788528405,0.5734408801640268,-0.3768459087201191,0.10926119813889852
13820,298700.0,3,24,0.75,915792.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,24,8247,7.6,7.8,15.9,16.2,21.3,22.0,22070,79.41854141324644,-1.3984976701075988,0.2126282097307784,0.2695186365362232,0.2632339205554691
13825,165000.0,1,8,0.75,915792.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,24,2120,10.5,10.7,15.2,15.5,18.8,19.2,2914,19.88662860968328,-1.397648988605563,0.1980100442552583,0.10553091215502963,-0.30463629972416323
13827,1163172.0,24,272,0.9895833333333334,784849.5416666666,0.07766666666666668,16841.291666666668,Acquisition/Demolition,50 - 99%,Single Family,29,5722,10.5,10.5,26.9,28.5,40.1,40.6,11452,48.334653813678045,-2.54218242949656,0.6039783563652521,-0.5160566989883288,0.05935947484619303
13838,499820.0,8,152,0.75,2055368.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,19,2053,2.5,2.8,10.6,12.3,24.8,26.9,4099,152.81733615932941,-0.7689873459323199,0.2685863426602648,-0.07697686703600963,0.5321362846995766
13845,172700.0,4,20,0.75,236725.0,0.0,0.0,Acquisition of Vacant Land,100%,Single Family,6,46,10.9,13.0,65.2,67.4,82.6,84.8,123,122.38331049839857,-3.974358958056765,,-0.5738790840766422,0.4408763401726582
13849,129856.0,2,16,0.75,915792.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,29,2825,11.9,12.5,19.0,19.5,24.8,26.0,4502,26.260689396994664,-1.9045696062504405,0.2550690602926353,-0.4441229434459068,-0.19080522663359484
13850,4873744.0,71,2101,0.9285714285714286,3861227.2448979593,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,9297,8.2,8.8,20.0,20.5,29.6,30.3,22351,168.7262298214156,-1.9207192190834648,0.6576138858672211,-0.43344171247784397,0.5728361403912335
13856,248641.0,3,57,0.75,2055368.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,24,5026,16.6,16.9,22.6,22.8,26.7,27.3,6089,12.699927868831425,-2.2460764325665603,-0.047133850749511035,0.06817280725063743,-0.4878875617036154
13865,149000.0,2,4,0.75,181300.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,29,4434,12.3,12.6,18.0,18.6,20.7,21.1,6297,22.037306615853872,-1.704053809322353,0.4836546925668975,-0.5872181175319027,-0.2626088830683061
13901,64000.0,1,15,1.0,1610311.0,2.358,6348000.0,Acquisition/Demolition,50 - 99%,2-4 Family,18,7810,5.5,6.0,16.5,17.1,37.8,40.2,19230,319.55863883574034,-1.8061025491288027,0.5950153714863613,-0.3728297700638317,0.8353548455828249
13903,1631475.0,28,648,0.9285714285714286,1777776.4642857143,0.18450000000000003,371056.9285714286,Acquisition/Demolition,50 - 99%,Single Family,18,8815,6.4,6.8,15.1,15.5,20.9,21.2,18258,177.98631731891584,-1.2621249264451848,0.5874649533796936,-0.3962293580720091,0.5947948447515631
13905,1255028.0,13,129,1.0,1172706.3076923077,0.8820000000000002,1449549.923076923,Acquisition/Demolition,50 - 99%,Vacant Land,18,9557,3.9,4.1,18.4,20.2,33.0,34.6,25890,369.57321559445376,-1.6337229954589612,0.6426951212741084,-0.6543238415622635,0.8951327275710059
14009,109540.0,2,2,0.75,262700.5,2.0904999999999996,431947.5,Other (Specify in Comments),0 - 49%,Other (Specify in Comments),29,3149,8.7,8.7,20.8,21.0,27.8,28.0,5491,28.613200255706445,-1.8978792178655168,0.3789144726958448,-0.4680108385531022,-0.15565252669084506
14141,82706.0,1,1,0.75,110275.0,1.254,161800.0,Acquisition/Demolition,0 - 49%,Single Family,21,3788,5.4,5.4,10.6,10.7,12.7,12.8,7480,40.95997499119729,-0.4323864080694989,0.5841495882820766,-0.7056715390977707,-0.008567222533448519
14892,602868.0,12,131,0.8541666666666666,726940.9166666666,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,3621,6.6,6.8,18.1,19.1,25.3,26.1,8022,72.23872537605673,-1.6062554007865002,0.592914280316396,-0.654814570451677,0.22431954102716228
15003,51043.0,1,5,0.75,454703.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,9,6052,6.5,6.7,14.3,14.8,21.8,22.8,11213,663.1231889856142,-1.26852569985216,-0.96488174437942,-1.0179933331394175,1.1354899303901203
15066,279500.0,4,16,0.75,308089.0,1.0,308089.0,Acquisition/Demolition,0 - 49%,Single Family,9,6189,3.4,3.7,9.0,9.0,16.8,17.1,12654,225.83233510705887,-0.3397577267227378,-0.9081728894459812,-1.361370844637287,0.6926526652868493
15084,166147.0,3,9,0.75,196675.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,5603,7.3,7.4,22.5,22.8,25.4,25.8,9995,138.7054901784023,-1.814236963670001,-0.8445174565018977,-1.0575882832659484,0.4923199784127953
15101,737624.0,12,144,0.75,802680.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,16,9915,2.6,3.0,5.9,6.2,6.9,6.9,25493,486.78833580829735,0.8712670671607078,-0.9285127867305628,-1.0405719338312172,1.0083901475315449
15116,1835197.0,23,273,0.75,1033601.1739130435,1.3113478260869569,2555038.8260869565,Acquisition/Demolition,50 - 99%,Single Family,9,6403,3.7,4.2,8.9,9.4,10.5,10.6,14061,672.6778870862734,0.002935315728077236,-0.9543151037492216,-1.0405719338312172,1.1413719438873997
15145,144504.0,5,25,0.75,244491.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,12,3630,12.9,15.4,27.0,27.2,29.3,29.7,6864,1345.0297095978176,-2.393025863665547,-0.6941741311982059,-1.4495380180115085,1.42628046851093
15209,370599.0,6,98,0.75,1489164.0,2.9141666666666666,5112034.0,Acquisition/Demolition,50 - 99%,Single Family,9,6145,4.0,4.3,26.2,26.6,29.6,30.2,12011,1028.7067509148176,-1.8136677992689183,-0.9267076678632048,-1.4408649129096922,1.316035092565924
15223,394000.0,6,104,0.75,1554088.1666666667,2.387166666666667,4930588.5,Acquisition/Demolition,50 - 99%,Single Family,12,3387,9.4,10.2,31.0,31.9,36.8,37.2,6589,1327.9934118305287,-2.5441221975036337,-0.9655543321626172,-1.4408649129096922,1.4210389835495352
15237,29379.0,1,2,0.75,114225.0,3.1620000000000004,1088673.0,Acquisition/Demolition,0 - 49%,Single Family,16,18317,1.7,2.2,6.6,6.9,7.9,8.2,42561,678.427587176056,0.8136040355813046,-0.9615469978450678,-1.4154015751001408,1.1448714175377182
15241,250921.0,1,1,0.75,273548.0,1.0,276000.0,Acquisition/Demolition,0 - 49%,Single Family,16,8134,2.0,2.0,7.5,7.7,8.4,8.8,20732,769.2334806534923,0.6430095352417065,-0.8931197691528274,-1.3744050473097642,1.1965209025550383
15425,1596040.0,10,100,0.75,1508977.93,1.0,1534500.0,Acquisition/Demolition,0 - 49%,Single Family,18,10041,8.3,8.4,12.3,12.5,14.0,14.1,19136,132.60140903410294,-0.8468044485350694,-0.31982382384232466,-1.4427000953843447,0.4738263951505496
15431,71500.0,1,1,0.75,87966.0,1.0,95250.0,Acquisition/Demolition,0 - 49%,Single Family,15,2656,8.2,8.4,11.5,11.7,12.5,12.9,4053,32.01877044129497,-0.7008773283243047,-0.29092685926170625,-1.3965901518458663,-0.10956103877758797
16037,1811982.0,29,684,0.75,1840822.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Vacant Land,15,2841,5.9,6.0,11.7,11.9,13.2,13.2,4573,50.66659983506155,-0.5940224838524368,-0.8845379486282596,-1.4034110785260134,0.07869650607144152
16117,957044.0,18,160,0.75,643577.3888888889,0.8135555555555558,717612.7777777778,Acquisition/Demolition,50 - 99%,Vacant Land,9,10772,5.4,5.7,9.1,9.2,10.2,10.4,16999,178.36434699945875,-0.13413553929791955,-0.8183398911277281,-1.3527088869377375,0.5956668382825249
16123,50000.0,1,1,0.75,64665.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,15,1266,11.3,11.7,20.1,20.2,22.4,22.6,2207,42.101732206810276,-1.812415352706312,-0.869946892499592,-1.3913831890018793,0.002711609489688811
16602,2058245.0,21,190,0.75,1074195.0778947368,1.0387894736842107,1116329.894736842,Acquisition/Demolition,0 - 49%,Single Family,16,14570,0.9,1.0,9.3,10.1,12.5,12.9,28968,755.6321830445404,0.4311155850594754,-0.17896219277243253,-1.4461129122776035,1.1891857058233877
16627,56400.0,1,1,0.75,67124.0,1.5490000000000002,108000.0,Acquisition/Demolition,0 - 49%,Single Family,18,2005,8.3,8.6,14.7,15.0,17.5,17.6,2063,24.479664731827828,-1.1959464928517276,0.3041119613439853,-1.4315536762472558,-0.21957215425172588
16669,249500.0,3,9,0.75,275219.0,1.003,391443.0,Acquisition/Demolition,0 - 49%,Single Family,29,1663,15.6,15.8,22.5,23.0,25.9,26.2,2231,8.123700915627756,-2.1869656756699283,0.014488219179362672,-1.3972586832624143,-0.669820953599561
16678,346349.0,8,64,0.75,383726.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Vacant Land,29,1961,17.7,18.2,26.8,27.0,29.0,29.2,2488,21.158759281991788,-2.4876743475458185,-0.1713193540175836,-1.4508218170204288,-0.27926150411332884
16866,709263.0,10,100,0.75,812760.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,21,5139,5.7,6.1,14.5,14.9,17.4,17.6,10072,24.29739611425388,-1.017929604205147,0.41706166030725145,-1.0728179905783002,-0.22263291678415828
17003,2247245.0,26,161,0.75,533297.7692307692,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,16,4276,1.4,1.7,7.5,7.8,9.0,9.1,11903,96.645794947795,0.7088059982490962,-0.3901085442760189,-1.0457722302268957,0.34387356897492743
17033,788289.0,9,66,0.75,754849.5555555555,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,16,5162,1.2,1.4,5.7,5.9,6.7,7.0,17751,266.93456665494176,1.2561931149229453,-0.6084879469265397,-1.0858328792567218,0.7613856980860029
17036,1314226.0,12,51,0.75,512623.0833333333,0.15783333333333333,133379.33333333334,Acquisition/Demolition,50 - 99%,Single Family,16,9065,1.7,1.8,5.4,5.6,6.4,6.5,22390,317.01341926723745,1.2196776716657447,-0.5093048008739565,-1.1056149910691384,0.8320674496057472
17038,599998.0,8,22,0.75,231788.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,3359,2.9,3.2,5.9,6.0,7.0,7.2,8334,44.661341392081354,0.8216188923162441,0.13508023917931147,-1.0235838602984575,0.02692595246852449
17042,308403.0,4,16,0.75,378716.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,16,15085,2.1,2.4,8.4,8.7,10.3,10.6,38400,224.13983580040957,0.32484615085643603,-0.6440760301369203,-0.9814476318250688,0.6895605167149391
17046,71020.0,2,4,0.75,91796.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,16,10567,0.6,0.8,5.8,6.3,8.3,8.5,31040,313.43819719235114,1.31340892060755,-0.465176412844488,-0.49368655942401796,0.8274048662015485
17051,32011.0,1,3,0.75,236954.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,3000,16.4,16.6,20.9,21.0,23.5,24.1,4831,21.178546992015267,-2.0624242914934543,-0.2384382803894856,-1.3643191781888726,-0.27887891374234364
17057,5594451.0,57,455,0.75,793975.4285714285,0.293375,161269.32142857142,Acquisition/Demolition,50 - 99%,Single Family,18,8275,9.9,10.6,20.6,20.9,25.3,26.6,23029,275.25965415654633,-1.905552099905232,-0.7181758060280178,-1.1225301796143785,0.7740102598757991
17070,40277.0,1,1,0.75,73153.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,6743,8.4,9.2,17.6,18.4,25.4,26.7,16119,464.2801531943045,-1.716283445499229,-0.5081948240567894,-0.5770734432113743,0.9889263832240512
17078,26110.0,1,2,0.75,198717.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,25,8278,0.4,0.6,3.7,3.8,5.0,5.2,21646,276.31465992496004,2.2754059902765364,-0.6123354241583421,-1.0669279089065622,0.7755828021702851
17082,133075.0,2,2,0.75,72250.0,1.9195,143011.5,Acquisition/Demolition,100%,Single Family,29,1914,11.1,11.5,17.4,17.6,19.7,20.4,3097,20.5505466906596,-1.5850886051342779,-0.2887936080781722,-1.3205612364220805,-0.29119819318145257
17110,84000.0,1,7,0.75,723171.0,1.894,1600552.0,Acquisition/Demolition,0 - 49%,2-4 Family,12,10765,18.8,19.7,27.0,27.5,33.0,34.5,24743,748.2889426586211,-2.658308642718765,-0.5625475380429499,-1.1768600443444357,1.1851704165763348
